id,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_IR,beta_ER,beta_CS,beta_HB,beta_IS,beta_EI,beta_TQI,beta_IEGDP,beta_HTE,beta_ITE,se_Intercept,se_IR,se_ER,se_CS,se_HB,se_IS,se_EI,se_TQI,se_IEGDP,se_HTE,se_ITE,t_Intercept,t_IR,t_ER,t_CS,t_HB,t_IS,t_EI,t_TQI,t_IEGDP,t_HTE,t_ITE,p_Intercept,p_IR,p_ER,p_CS,p_HB,p_IS,p_EI,p_TQI,p_IEGDP,p_HTE,p_ITE,sumW
19.0,-18.5813259705,64.983178142,0.6785412904522852,0.6107374027709043,0.06539307478311684,0.6131482156691683,0.7916558926423984,0.2301896360845824,0.045697949421190424,-0.0009707197559425257,0.39493376152318777,0.3127361638739679,0.5090915907705391,-0.2824116821601645,0.577899444406767,-0.5620430360175049,0.4925140563612196,0.39200154908209184,-0.27042643937840427,-0.06716571329085212,0.08586160123037874,0.13593109177808252,0.14035399362536868,0.16292054762722952,0.09768415266023582,0.13965471006061903,0.16851781896226925,0.16020412081236118,0.10375754660690015,0.16044213996629172,0.09906153001315475,-0.01130563304238816,2.9053968180285503,2.2281956914508596,3.1247844313374546,-2.8910695795503942,4.138059104171438,-3.3352142786950325,3.0742908101476107,3.7780533744426714,-1.6855075570247307,-0.6780201485070232,0.991038750268197,0.006084921557029005,0.031862142162210734,0.003400837441904276,0.006316122625845146,0.0001870757612172576,0.0019122739357749063,0.0038948864949305932,0.0005422944118002268,0.10008680699050027,0.5018669084717815,37.072411536993165
20.0,-8.15534260415,53.175583769,-1.2097540438338876,-0.9925063259761223,-0.2224883204152336,-0.987265723418654,0.7938049676749559,0.31661137456108457,0.2067791071454098,6.197197595077253e-05,0.39253445026090084,0.31020927291879596,0.508972800921667,-0.2804227885900431,0.578249028986964,-0.5588287285991437,0.4917427789746327,0.3924693605376678,-0.27141553917416245,-0.06804738726648238,0.08585759963421352,0.13591689423286787,0.14032926001620585,0.16290351743611137,0.09768014361254043,0.1396286642372327,0.16850023630925112,0.16018620311220513,0.10373705979901292,0.16043398987080978,0.09906603718799505,0.0007217995403411817,2.8880475269569312,2.21058154858774,3.1243818975319515,-2.8708269482318993,4.141334676127131,-3.3164863197789027,3.0698198060801976,3.7833090825792057,-1.6917583324625978,-0.6868891619975735,0.9994278633708723,0.006365928297520613,0.03315859732129718,0.0034045304139549933,0.0066568175793802874,0.00018524767311615836,0.0020141300889152452,0.003941756100406658,0.0005340575868690453,0.09887830820036278,0.4963233049161798,37.99420843743211
21.0,19.4144384975,47.1672897985,-0.8051193293439955,-0.7604474531203891,-0.04474517507637221,-0.7603741542676233,0.7952174900542752,0.22081594984634717,0.06580403746438891,0.0005977388716905015,0.38944005172390617,0.3079001520617519,0.5073208427624452,-0.2825090739365186,0.5767255316933461,-0.558607039710154,0.4912442229363063,0.3935206727542683,-0.2690926806213162,-0.0650152114182719,0.08585727310856972,0.13590754686350168,0.1403165222646915,0.16288726390085764,0.09767310400937436,0.1396242301123178,0.16850275639745607,0.16019129744900448,0.10373258207484921,0.16041757529869896,0.09905774158372443,0.006962006246513774,2.865477750952558,2.194325707994192,3.1145519337302465,-2.892393733175555,4.1305547842907435,-3.315121079637054,3.0666099267514184,3.7936072242983383,-1.6774513647913154,-0.6563365000939427,0.9944815895629953,0.006749675076218857,0.03439650709223875,0.003495900126214164,0.0062944146542686236,0.0001913305762711997,0.0020217542189631898,0.003975733081779078,0.0005182680005393052,0.10166239315755393,0.5155626584125463,38.600675478819255
22.0,16.3906214645,45.0269168051,-0.30606984813979266,0.38129868403427636,-0.6856126064384758,0.3795427582986831,0.7955702136743932,0.10127340757924089,0.0056520913680213865,0.0007886426542723993,0.3892418049371634,0.3075782810674766,0.507498159931127,-0.28176881182059754,0.5770195558749133,-0.5578383477666151,0.4910987200005444,0.3934936756403017,-0.2696344168920775,-0.06561032458421012,0.08585785721206675,0.13590921837440598,0.14031653580131295,0.1628886854351162,0.0976738041214491,0.13962574822983756,0.16850143103029303,0.1601929449161091,0.10373280442340686,0.1604195654042413,0.09906069705140605,0.009185445338153173,2.8639838385713525,2.1920316041938555,3.1156133317392376,-2.8847940791805535,4.132615675764065,-3.310585223850873,3.065670090887749,3.7933388365186387,-1.6808075512025338,-0.6623244792045289,0.9927192328854437,0.006775823486010814,0.03457447361153875,0.0034859238290288895,0.006419958034590194,0.00019015276520881877,0.0020472826432801497,0.00398573356010844,0.0005186737066603279,0.1010035303148279,0.511760489503918,38.56959960999529
23.0,22.9859911022,39.0415875406,0.853883000064572,0.16216094500309408,0.6861454304048298,0.16773756965974218,0.796509784262905,0.3691009487784713,0.008164575730058184,0.001214154496634489,0.38776205161125127,0.30630233041273836,0.5069532928580534,-0.2819535484176665,0.5766902152646071,-0.5569914012892246,0.49073245010390953,0.39390855131199565,-0.26917224274495766,-0.06490853237803618,0.08586265734748216,0.1359194538455997,0.14032872712803718,0.16290012640616314,0.09767818217075735,0.1396427542609556,0.16851692619277545,0.16020795311320168,0.1037425378013365,0.1604248295721192,0.09906657629462572,0.014140658280827048,2.852881178081667,2.182748583853863,3.1120497205389115,-2.886556057367712,4.129753944747643,-3.3052549311993302,3.0630966850763133,3.796982025505462,-1.6778714583203027,-0.6552011264121723,0.9887917460159192,0.006973142022296817,0.03530298611529288,0.003519525917760301,0.006390643996594198,0.0001917901800465193,0.0020776751357919837,0.004013237940403369,0.0005131926700263287,0.1015797290405556,0.5162852991218605,38.181710503461986
24.0,2.55355205706,46.5589139907,1.2180542431054826,-0.18456131132387754,1.4035401985984044,-0.1854859554929218,0.7951591222632144,0.3061616479089977,0.00684705414668581,0.0006714800705814108,0.39056231551284826,0.3084309956836144,0.508425612955889,-0.28020519817143363,0.5779556604367398,-0.5573658589800308,0.4912339560896514,0.3929758252613963,-0.27115174164880657,-0.06750613462873765,0.08585759897412103,0.13591165462406424,0.14031806580721132,0.1628938964239811,0.09767698218445209,0.1396244774830659,0.16849546254314818,0.1601890919017258,0.10373128253965964,0.1604273282796734,0.09906723378336861,0.007820857776185968,2.873648449010171,2.1980847149602263,3.1212072650810443,-2.868692212893078,4.139357731933759,-3.307898328937499,3.066588057013382,3.7884022605345655,-1.6901842382870516,-0.6814173773778124,0.9938008372986235,0.0066083209807051,0.03410665842431647,0.0034337887518708417,0.00669373069801315,0.0001863489020826908,0.002062549521404267,0.00397596552097421,0.0005261911334611571,0.09918149043487942,0.49973944158182615,38.39901832696182
25.0,26.2462026802,64.4857453075,-0.21165508142548384,-0.2902256758087154,0.07724093691963196,-0.2888960183451158,0.7923301509428158,0.24152656151060303,0.010965154979780404,-0.0008269515490892387,0.3924074061955313,0.3111465506161496,0.5072944706667758,-0.2855608331452971,0.5759588818884004,-0.5631491018669773,0.49231304532372355,0.3930223971306858,-0.26737554054357804,-0.06336124881739874,0.08585987890471566,0.13591163437387183,0.1403294995056466,0.16289534596613162,0.09767730720629468,0.13964029745003131,0.16851257376180157,0.16020632956629796,0.10374233626430983,0.16042251966048005,0.09905649808915662,-0.009631408285666943,2.8872245411756245,2.2172568968909463,3.1142355090503933,-2.923512546698201,4.124589337075142,-3.3418817913434062,3.0729937241336667,3.7884475256983023,-1.6666958049870713,-0.6396475752693168,0.9923657550095409,0.006379555223768763,0.03266184623161008,0.0034988794880635907,0.005803923513608567,0.00019478016160363808,0.0018772124956859535,0.003908429408250415,0.0005261217266469176,0.10379785772454002,0.5262395237318245,37.92312902373953
26.0,-3.64706132943,40.2268984319,0.8134195286155835,0.2962892558887664,0.5205447391004187,0.2928747895151649,0.7959836382356705,0.3091963096952686,0.017391478299807462,0.0011343681056639084,0.39018794739041535,0.3077048132484306,0.5089328770699992,-0.27824767758702174,0.5787610200897033,-0.5554195283958159,0.4908815850018819,0.3928729600674603,-0.27261034882778884,-0.06913422004329489,0.08586341121383587,0.13592483355700005,0.14033005582411215,0.16291107426714982,0.09768725368283272,0.13964144532360745,0.16850271101118836,0.16020393091953872,0.103736252644655,0.16044340484578035,0.09908783302605796,0.013211309562799183,2.870615598192291,2.192722089657712,3.123991903923151,-2.8483519302367304,4.144622098034525,-3.2962052958242123,3.064104495965356,3.7872291513482104,-1.6991059812637632,-0.6977064482287556,0.9895283264803685,0.006660463670184734,0.034520822942580354,0.0034081119572369834,0.007055166913311079,0.0001834305186882151,0.002130262153152774,0.0040024452602306256,0.0005279930027150064,0.09747325533811989,0.4896081483071323,37.8273593663652
27.0,10.0559126296,55.9577683023,0.611102171370636,-0.1515063191248125,0.760866878230887,-0.1497647068602509,0.7937555660378309,0.15982021673748098,0.001589109188009422,-6.930110588071123e-05,0.39156062765057664,0.3098172919068909,0.5079424921010538,-0.2827018393070713,0.5770416671353145,-0.5601666256305224,0.4917880645758047,0.392963612029964,-0.26941498631759775,-0.06562448589868491,0.08585513047098027,0.1359053476247966,0.14031605386870033,0.16288641104937926,0.09767222121854872,0.1396202260787544,0.16849658331717265,0.16018532233362115,0.10373213809973592,0.16041857643410162,0.09905362933175203,-0.0008071865420335662,2.88112745005138,2.207996044392754,3.1183847002870624,-2.894393470119875,4.13293749295197,-3.324498423662885,3.0701193930337007,3.788253276454584,-1.6794500506509031,-0.6625147038165994,0.9993601811152377,0.006481363338965858,0.03335279848496299,0.003460001969927664,0.006261763548321831,0.0001899694851746122,0.001969936570324094,0.003938598957080031,0.0005264196391008271,0.1012695980451442,0.5116399530028886,38.520379056485176
28.0,10.3942358865,51.1098955093,0.24693092832973051,0.07096678007118776,0.17725110176818482,0.0696798265615457,0.7945489933208778,0.7086639365583438,0.012685671913350047,0.000319359148607843,0.39070502564691645,0.30890611954912145,0.507915236774007,-0.28193616796945487,0.5772131879696824,-0.5589524304101005,0.49148815946477864,0.39311742345632783,-0.26982320854337283,-0.06599721922328342,0.08585546075497869,0.1359055380047803,0.140313895072346,0.16288587496664786,0.09767241132842479,0.1396190525759535,0.16849539341958863,0.16018516556132298,0.10373024443304746,0.16041878536203868,0.0990566851794263,0.003719730181394707,2.8748278501584967,2.2015362013138406,3.11822763562529,-2.8865486592876337,4.1342007220373835,-3.3173157975790617,3.068250157513021,3.789805235733971,-1.681992591668279,-0.6662570941450279,0.9970515511287164,0.006588147197738813,0.033842435469670924,0.003461466178886161,0.006390766816340533,0.00018925172222174566,0.0020095113024798977,0.0039583366424684255,0.0005240440140616869,0.10077173808198674,0.5092717111543996,38.621552834101536
29.0,15.3301882999,49.7405557829,-0.46792373393574965,0.24908184048288112,-0.7158396993807046,0.24791596544495492,0.7948012244958225,0.34291999511520205,0.015276111264107776,0.00041590620080570254,0.3901447947879944,0.3084897035736063,0.5076070713682039,-0.2823323147930047,0.5769320316444194,-0.5589240400021036,0.49139909675375526,0.3933110086927865,-0.26938734372969597,-0.06543303183380327,0.08585598316888822,0.13590547719591559,0.14031405681084752,0.16288524228454002,0.09767219966631076,0.1396203422396712,0.16849810400073942,0.16018731656096002,0.10373069457759775,0.16041724918740424,0.0990562971281173,0.004844230832317988,2.8707069268855014,2.198565921228195,3.1163478302195005,-2.8906107956774845,4.132148814347284,-3.3170939418977134,3.067652965937232,3.7916550187424285,-1.6792916291376472,-0.6605640805366829,0.9961602205790507,0.006658887890532883,0.034069710816928105,0.0034790358993210414,0.006323660181839855,0.00019041895724846916,0.0020107456722280436,0.003964662177834341,0.0005212260630901617,0.10130068617187275,0.5128767032049641,38.65176423265596
